Year,Date,State,Site,Transect,PlantID,CommonName,FloweringUnit,Count,Notes
2019,6/11/19,Maryland,Nuetzel,10,Oxalis stricta,oxalis,flower,10,
2019,6/11/19,Maryland,Nuetzel,1,Rubus allegheniensis,blackberry,flower cluster,10,end wpt 573_1
2019,6/11/19,Maryland,Nuetzel,3,Lonicera japonica,honeysuckle,branch,5,end wpt 574_1
2019,6/11/19,Maryland,Nuetzel,5,Galium mollugo,hedge bedstraw,branch,150,end wpt 579_1
2019,6/11/19,Maryland,Nuetzel,5,Achillea millefolium,yarrow,inflorescence,8,
2019,6/11/19,Maryland,Nuetzel,5,Erigeron annuus,fleabane,flower head,32,
2019,6/11/19,Maryland,Nuetzel,5,Trifolium pratense,pink clover,flower head,2,
2019,6/11/19,Maryland,Nuetzel,7,NA,NA,NA,NA,end wpt 575_1
2019,6/12/19,Maryland,Alesia,2,NA,NA,NA,NA,end of transect is a little outside of site
2019,6/12/19,Maryland,Alesia,4,Nasturtium officinale,watercress,flower cluster,6,
2019,6/12/19,Maryland,Alesia,4,Lonicera japonica,honeysuckle,branch,6,
2019,6/12/19,Maryland,Alesia,6,Lonicera japonica,honeysuckle,branch,1,
2019,6/12/19,Maryland,Alesia,8,Persicaria sagittata,tearthumb,flower,3,
2019,6/12/19,Maryland,Alesia,10,Lonicera japonica,honeysuckle,branch,30,end wpt 581_1
2019,6/12/19,Maryland,Alesia,10,Persicaria sagittata,tearthumb,flower,1,
2019,6/12/19,Maryland,Alesia,9,Persicaria sagittata,tearthumb,flower,1,
2019,6/12/19,Maryland,Alesia,7,Lonicera japonica,honeysuckle,branch,9,added flagging tape at end of transect
2019,6/12/19,Maryland,Alesia,7,Ligustrum obtusifolium,border privet,flower cluster,71,
2019,6/12/19,Maryland,Alesia,5,Persicaria sagittata,tearthumb,flower,1,
2019,6/12/19,Maryland,Alesia,3,NA,NA,NA,NA,
2019,6/12/19,Maryland,Alesia,1,Lysimachia nummularia,creeping jenny,flower,12,
2019,6/18/19,Maryland,EdgewoodAPG,1,Scutellaria integrifolia,helmet flower,flower,15,
2019,6/18/19,Maryland,EdgewoodAPG,2,Oxalis stricta,oxalis,flower,2,
2019,6/18/19,Maryland,EdgewoodAPG,2,Achillea millefolium,yarrow,inflorescence,7,
2019,6/18/19,Maryland,EdgewoodAPG,3,Utricularia intermedia,bladderwort,flower,6,
2019,6/18/19,Maryland,EdgewoodAPG,3,Galium trifidum,small bedstraw,branch,45,"3 or 4 petalled species. a little hard to count leaves in picture, seems like leaves mostly in 4s, with one 6. probably trifidum??"
2019,6/18/19,Maryland,EdgewoodAPG,4,Utricularia intermedia,bladderwort,flower,1,
2019,6/18/19,Maryland,EdgewoodAPG,4,Galium trifidum,small bedstraw,branch,28,"3 or 4 petalled species. a little hard to count leaves in picture, seems like leaves mostly in 4s, with one 6. probably trifidum??"
2019,6/18/19,Maryland,EdgewoodAPG,5,Galium trifidum,small bedstraw,branch,15,"3 or 4 petalled species. a little hard to count leaves in picture, seems like leaves mostly in 4s, with one 6. probably trifidum??"
2019,6/18/19,Maryland,EdgewoodAPG,6,Scutellaria integrifolia,helmet flower,flower,4,
2019,6/18/19,Maryland,EdgewoodAPG,7,Scutellaria integrifolia,helmet flower,flower,1,
2019,6/18/19,Maryland,SmallAPG,2,Solanum carolinense,horsenettle,flower,15,
2019,6/18/19,Maryland,SmallAPG,2,Apocynum cannabinum,dogbane,inflorescence,17,
2019,6/18/19,Maryland,SmallAPG,1,Penstemon digitalis,foxglove beardtongue,stalk,1,on very edge of transect
2019,6/24/19,Maryland,McElwain,10,NA,NA,NA,NA,
2019,6/24/19,Maryland,McElwain,9,Rubus allegheniensis,blackberry,flower cluster,1,
2019,6/24/19,Maryland,McElwain,8,Sambucus nigra,elderberry,inflorescence,3,
2019,6/24/19,Maryland,McElwain,7,Galium trifidum,small bedstraw,branch,68,"3 petal species. leaves mostly in 4s in picture, some 5s. probably trifidum?"
2019,6/24/19,Maryland,McElwain,7,Sambucus nigra,elderberry,inflorescence,3,
2019,6/24/19,Maryland,McElwain,5,NA,NA,NA,NA,
2019,6/24/19,Maryland,McElwain,6,Galium trifidum,small bedstraw,branch,25,"3 petal species. leaves mostly in 4s in picture, some 5s. probably trifidum?"
2019,6/24/19,Maryland,McElwain,3,NA,NA,NA,NA,
2019,6/24/19,Maryland,McElwain,2,Sagittaria latifolia,arrowhead,flower,5,
2019,6/24/19,Maryland,McElwain,2,Rubus hispidus,swamp dewberry,flower,6,
2019,6/24/19,Maryland,McElwain,4,NA,NA,NA,NA,most of flag 30 fell off of pole
2019,6/25/19,Maryland,Alesia,2,Persicaria sagittata,tearthumb,flower,4,
2019,6/25/19,Maryland,Alesia,4,NA,NA,NA,NA,
2019,6/25/19,Maryland,Alesia,6,NA,NA,NA,NA,
2019,6/25/19,Maryland,Alesia,8,NA,NA,NA,NA,
2019,6/25/19,Maryland,Alesia,10,Persicaria sagittata,tearthumb,flower,11,
2019,6/25/19,Maryland,Alesia,9,Persicaria sagittata,tearthumb,flower,8,
2019,6/25/19,Maryland,Alesia,9,Sagittaria latifolia,arrowhead,flower,3,
2019,6/25/19,Maryland,Alesia,7,Geum canadense,white avens,flower,2,
2019,6/25/19,Maryland,Alesia,5,Geum canadense,white avens,flower,2,
2019,6/25/19,Maryland,Alesia,3,Persicaria sagittata,tearthumb,flower,4,
2019,6/25/19,Maryland,Alesia,1,NA,NA,NA,NA,
2019,6/27/19,Maryland,Nuetzel,8,Campanula aparinoides,marsh bellflower,flower,2,
2019,6/27/19,Maryland,Nuetzel,8,Galium trifidum,small bedstraw,branch,13,"picture isn't good. Think it has 3 petals and 4 leaves in picture, so probably trifidum"
2019,6/27/19,Maryland,Nuetzel,6,Erigeron annuus,fleabane,flower head,8,
2019,6/27/19,Maryland,Nuetzel,4,Rosa palustris,swamp rose,flower,4,
2019,6/27/19,Maryland,Nuetzel,2,NA,NA,NA,NA,
2019,6/27/19,Maryland,Nuetzel,9,Rubus allegheniensis,blackberry,flower cluster,3,
2019,6/27/19,Maryland,Nuetzel,10,Dianthus armeria,deptford pink,flower,12,
2019,6/27/19,Maryland,Nuetzel,10,Oxalis stricta,oxalis,flower,8,
2019,6/27/19,Maryland,Nuetzel,1,Asclepias syriaca,common milkweed,inflorescence,1,
2019,6/27/19,Maryland,Nuetzel,3,NA,NA,NA,NA,
2019,6/27/19,Maryland,Nuetzel,5,Galium mollugo,hedge bedstraw,branch,181,
2019,6/27/19,Maryland,Nuetzel,5,Achillea millefolium,yarrow,inflorescence,5,
2019,6/27/19,Maryland,Nuetzel,5,Erigeron annuus,fleabane,flower head,56,
2019,6/27/19,Maryland,Nuetzel,5,Rubus allegheniensis,blackberry,flower cluster,2,
2019,6/27/19,Maryland,Nuetzel,5,Trifolium pratense,pink clover,flower head,2,
2019,6/27/19,Maryland,Nuetzel,5,Oxalis stricta,oxalis,flower,3,
2019,6/27/19,Maryland,Nuetzel,7,NA,NA,NA,NA,
2019,7/1/19,Maryland,EdgewoodAPG,1,Pycnanthemum muticum,short toothed mountain mint,head,234,most mountain mint heads had one or two flowers open
2019,7/1/19,Maryland,EdgewoodAPG,1,Pycnanthemum virginianum,virginia mountain mint,head,32,most mountain mint heads had one or two flowers open
2019,7/1/19,Maryland,EdgewoodAPG,1,Pycnanthemum tenuifolium,narrow leaved mountain mint,head,221,most mountain mint heads had one or two flowers open
2019,7/1/19,Maryland,EdgewoodAPG,1,Dioscorea villosa,wild yam,inflorescence,3,
2019,7/1/19,Maryland,EdgewoodAPG,2,Satureja vulgaris,wild basil,flower,2,
2019,7/1/19,Maryland,EdgewoodAPG,2,Achillea millefolium,yarrow,inflorescence,6,
2019,7/1/19,Maryland,EdgewoodAPG,2,Pycnanthemum tenuifolium,narrow leaved mountain mint,head,26,most mountain mint heads had one or two flowers open
2019,7/1/19,Maryland,EdgewoodAPG,3,Rhexia mariana,maryland meadow beauty,flower,1,
2019,7/1/19,Maryland,EdgewoodAPG,3,Utricularia intermedia,bladderwort,flower,25,plants kind of dried up. have picture. assuming same bladderwort species as before
2019,7/1/19,Maryland,EdgewoodAPG,4,NA,NA,NA,NA,
2019,7/1/19,Maryland,EdgewoodAPG,5,NA,NA,NA,NA,
2019,7/1/19,Maryland,EdgewoodAPG,6,NA,NA,NA,NA,
2019,7/1/19,Maryland,EdgewoodAPG,7,Pycnanthemum muticum,short toothed mountain mint,head,61,most mountain mint heads had one or two flowers open
2019,7/1/19,Maryland,SmallAPG,2,Solanum carolinense,horsenettle,flower,19,
2019,7/1/19,Maryland,SmallAPG,2,Pycnanthemum muticum,short toothed mountain mint,head,18,most mountain mint heads had one or two flowers open
2019,7/1/19,Maryland,SmallAPG,1,Pycnanthemum muticum,short toothed mountain mint,head,2,most mountain mint heads had one or two flowers open
2019,7/1/19,Maryland,SmallAPG,1,Alisma subcordatum,small water plantain,flower,77,all flowers on one plant
2019,7/1/19,Maryland,SmallAPG,1,Persicaria sagittata,tearthumb,flower,1,
2019,7/9/19,Maryland,McElwain,10,NA,NA,NA,NA,
2019,7/9/19,Maryland,McElwain,9,NA,NA,NA,NA,
2019,7/9/19,Maryland,McElwain,8,Sambucus nigra,elderberry,inflorescence,1,had a couple of flowers left open
2019,7/9/19,Maryland,McElwain,7,Sagittaria latifolia,arrowhead,flower,2,
2019,7/9/19,Maryland,McElwain,5,NA,NA,NA,NA,
2019,7/9/19,Maryland,McElwain,6,NA,NA,NA,NA,
2019,7/9/19,Maryland,McElwain,3,Sagittaria latifolia,arrowhead,flower,42,
2019,7/9/19,Maryland,McElwain,2,Sagittaria latifolia,arrowhead,flower,6,
2019,7/9/19,Maryland,McElwain,4,Sagittaria latifolia,arrowhead,flower,6,
2019,7/10/19,Maryland,Alesia,2,Mimulus ringens,monkey flower,flower,1,
2019,7/10/19,Maryland,Alesia,2,Persicaria sagittata,tearthumb,flower,2,
2019,7/10/19,Maryland,Alesia,2,Galium tinctorium,claytons bedstraw,branch,3,3 petal species. leaves in 4s or 5s in picture. probably tinctorium?
2019,7/10/19,Maryland,Alesia,4,Persicaria sagittata,tearthumb,flower,3,
2019,7/10/19,Maryland,Alesia,6,Galium triflorum,sweet scented bedstraw,branch,52,two plants. used picture for ID
2019,7/10/19,Maryland,Alesia,8,NA,NA,NA,NA,
2019,7/10/19,Maryland,Alesia,10,Symphyotrichum novi belgii,new york aster,flower head,1,looks a little past
2019,7/10/19,Maryland,Alesia,10,Persicaria sagittata,tearthumb,flower,1,
2019,7/10/19,Maryland,Alesia,9,Sagittaria latifolia,arrowhead,flower,8,
2019,7/10/19,Maryland,Alesia,9,Persicaria sagittata,tearthumb,flower,13,
2019,7/10/19,Maryland,Alesia,7,Teucrium canadense,germander,stalk,5,"spike of flowers. counted one unit, had around 90 flowers and buds"
2019,7/10/19,Maryland,Alesia,7,Impatiens capensis,jewelweed,flower,1,
2019,7/10/19,Maryland,Alesia,1,Galium asprellum,rough bedstraw,branch,52,"sticky stem, 4 petals, 6 leaves. used picture for ID. transects 1, 3, and 5 done on 7/11 instead of 7/10"
2019,7/10/19,Maryland,Alesia,3,Sagittaria latifolia,arrowhead,flower,2,"transects 1, 3, and 5 done on 7/11 instead of 7/10"
2019,7/10/19,Maryland,Alesia,5,NA,NA,NA,NA,"transects 1, 3, and 5 done on 7/11 instead of 7/10"
2019,7/11/19,Maryland,Nuetzel,8,Pycnanthemum muticum,short toothed mountain mint,head,32,
2019,7/11/19,Maryland,Nuetzel,8,Rosa palustris,swamp rose,flower,4,
2019,7/11/19,Maryland,Nuetzel,8,Persicaria sagittata,tearthumb,flower,3,
2019,7/11/19,Maryland,Nuetzel,8,Verbena hastata,blue vervain,inflorescence,2,counting a spike of flowers as a unit
2019,7/11/19,Maryland,Nuetzel,8,Sagittaria latifolia,arrowhead,flower,2,
2019,7/11/19,Maryland,Nuetzel,8,Campanula aparinoides,marsh bellflower,flower,43,
2019,7/11/19,Maryland,Nuetzel,8,Galium trifidum,small bedstraw,branch,24,3 petals and 4 leaves. no picture
2019,7/11/19,Maryland,Nuetzel,6,Persicaria sagittata,tearthumb,flower,2,
2019,7/11/19,Maryland,Nuetzel,6,Impatiens capensis,jewelweed,flower,2,
2019,7/11/19,Maryland,Nuetzel,6,Erigeron annuus,fleabane,flower head,9,
2019,7/11/19,Maryland,Nuetzel,4,Impatiens capensis,jewelweed,flower,3,
2019,7/11/19,Maryland,Nuetzel,4,Rosa palustris,swamp rose,flower,2,
2019,7/11/19,Maryland,Nuetzel,4,Apios americana,groundnut,flower,6,
2019,7/11/19,Maryland,Nuetzel,4,Pycnanthemum muticum,short toothed mountain mint,head,11,
2019,7/11/19,Maryland,Nuetzel,2,Pycnanthemum muticum,short toothed mountain mint,head,56,
2019,7/11/19,Maryland,Nuetzel,9,Persicaria sagittata,tearthumb,flower,10,
2019,7/11/19,Maryland,Nuetzel,9,Solidago canadensis,canada goldenrod,inflorescence,3,not 100% positive on ID
2019,7/11/19,Maryland,Nuetzel,10,Achillea millefolium,yarrow,inflorescence,4,
2019,7/11/19,Maryland,Nuetzel,10,Oxalis stricta,oxalis,flower,1,
2019,7/11/19,Maryland,Nuetzel,1,NA,NA,NA,NA,
2019,7/11/19,Maryland,Nuetzel,3,Oxalis stricta,oxalis,flower,4,
2019,7/11/19,Maryland,Nuetzel,5,Galium mollugo,hedge bedstraw,branch,48,a lot were past blooming
2019,7/11/19,Maryland,Nuetzel,5,Achillea millefolium,yarrow,inflorescence,2,
2019,7/11/19,Maryland,Nuetzel,5,Erigeron annuus,fleabane,flower head,116,
2019,7/11/19,Maryland,Nuetzel,5,Oxalis stricta,oxalis,flower,2,
2019,7/11/19,Maryland,Nuetzel,5,Daucus carota,queen annes lace,inflorescence,4,
2019,7/11/19,Maryland,Nuetzel,7,Pycnanthemum muticum,short toothed mountain mint,head,37,
2019,7/11/19,Maryland,Nuetzel,7,Asclepias incarnata,swamp milkweed,inflorescence,8,
2019,7/11/19,Maryland,Nuetzel,7,Sagittaria latifolia,arrowhead,flower,15,
2019,7/15/19,Maryland,EdgewoodAPG,1,Pycnanthemum virginianum,virginia mountain mint,head,41,more flower open per unit than last time for all mountain mint
2019,7/15/19,Maryland,EdgewoodAPG,1,Pycnanthemum tenuifolium,narrow leaved mountain mint,head,9803,more flower open per unit than last time for all mountain mint. 6200 of the units were counted by estimating groups of 100
2019,7/15/19,Maryland,EdgewoodAPG,1,Pycnanthemum muticum,short toothed mountain mint,head,179,more flower open per unit than last time for all mountain mint
2019,7/15/19,Maryland,EdgewoodAPG,1,Hypericum sp,st johns wort sp,flower,4,spots on flower. see picture. maybe hypericum puntatum.
2019,7/15/19,Maryland,EdgewoodAPG,2,Satureja vulgaris,wild basil,flower,6,
2019,7/15/19,Maryland,EdgewoodAPG,2,Achillea millefolium,yarrow,inflorescence,3,
2019,7/15/19,Maryland,EdgewoodAPG,2,Pycnanthemum tenuifolium,narrow leaved mountain mint,head,44,
2019,7/15/19,Maryland,EdgewoodAPG,3,Rhexia mariana,maryland meadow beauty,flower,28,
2019,7/15/19,Maryland,EdgewoodAPG,4,Alisma subcordatum,small water plantain,flower,31,
2019,7/15/19,Maryland,EdgewoodAPG,5,Galium trifidum,small bedstraw,branch,3,3 petals and 4 leaves. no picture
2019,7/15/19,Maryland,EdgewoodAPG,6,Pycnanthemum muticum,short toothed mountain mint,head,3,
2019,7/15/19,Maryland,EdgewoodAPG,6,Pycnanthemum tenuifolium,narrow leaved mountain mint,head,143,
2019,7/15/19,Maryland,EdgewoodAPG,7,Pycnanthemum muticum,short toothed mountain mint,head,166,
2019,7/15/19,Maryland,SmallAPG,2,Pycnanthemum muticum,short toothed mountain mint,head,12,
2019,7/15/19,Maryland,SmallAPG,2,Solanum carolinense,horsenettle,flower,13,
2019,7/15/19,Maryland,SmallAPG,1,Hypericum sp,st johns wort sp,flower,81,"see picture. maybe two species at site, not sure which is in transect"
2019,7/15/19,Maryland,SmallAPG,1,Pycnanthemum muticum,short toothed mountain mint,head,12,
2019,7/15/19,Maryland,SmallAPG,1,Alisma subcordatum,small water plantain,flower,1,
2019,6/10/19,Massachusetts,Upton,2,Potentilla simplex,common cinquefoil,flower ,53,43 degrees for transect direction
2019,6/10/19,Massachusetts,Upton,2,Houstonia caerulea,azure bluet,flower,49,
2019,6/10/19,Massachusetts,Upton,2,Oxalis stricta,oxalis,flower,27,
2019,6/10/19,Massachusetts,Upton,2,Galium mollugo,hedge bedstraw,branch off the main stem,1071,
2019,6/10/19,Massachusetts,Upton,2,Trifolium pratense,pink clover,head,7,
2019,6/10/19,Massachusetts,Upton,2,Trifolium repens,white clover,head,4,
2019,6/10/19,Massachusetts,Upton,2,Rubus argutus,sawtooth blackberry,inflorescence,1,
2019,6/10/19,Massachusetts,Upton,3,Trifolium pratense,pink clover,head,46,263 degrees for transect direction
2019,6/10/19,Massachusetts,Upton,3,Potentilla simplex,common cinquefoil,flower,1,
2019,6/10/19,Massachusetts,Upton,3,Galium mollugo,hedge bedstraw,branch off the main stem,1399,
2019,6/10/19,Massachusetts,Upton,3,Stellaria graminea,chickweed,flower,6,
2019,6/10/19,Massachusetts,Upton,3,Rosa multiflora,multiflora rose,inflorescence,18,
2019,6/10/19,Massachusetts,Upton,3,Trifolium repens,white clover,head,6,
2019,6/12/19,Massachusetts,Upton,1,Potentilla simplex,common cinquefoil,flower,88,250 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,1,Houstonia caerulea,azure bluet,flower,3,
2019,6/12/19,Massachusetts,Upton,1,Geranium maculatum,spotted geranium,flower,5,
2019,6/12/19,Massachusetts,Upton,1,Trifolium pratense,pink clover,head,49,
2019,6/12/19,Massachusetts,Upton,1,Galium mollugo,hedge bedstraw,branch off the main stem,3397,
2019,6/12/19,Massachusetts,Upton,4,Stellaria graminea,chickweed,flower,1,7 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,4,Potentilla simplex,common cinquefoil,flower,10,
2019,6/12/19,Massachusetts,Upton,4,Trifolium pratense,pink clover,head,90,
2019,6/12/19,Massachusetts,Upton,4,Rubus argutus,sawtooth blackberry,inflorescence,11,
2019,6/12/19,Massachusetts,Upton,4,Pilosella caespitosa,hawkweed,flower,9,
2019,6/12/19,Massachusetts,Upton,4,Achillea millefolium,yarrow,head,1,
2019,6/12/19,Massachusetts,Upton,4,Galium mollugo,hedge bedstraw,branch off the main stem,1911,
2019,6/12/19,Massachusetts,Upton,5,Trifolium repens,white clover,head,12,70 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,5,Rubus argutus,sawtooth blackberry,inflorescence,25,
2019,6/12/19,Massachusetts,Upton,5,Trifolium pratense,pink clover,head,3,
2019,6/12/19,Massachusetts,Upton,5,Potentilla simplex,common cinquefoil,flower,43,
2019,6/12/19,Massachusetts,Upton,5,Galium mollugo,hedge bedstraw,branch off the main stem,2331,
2019,6/12/19,Massachusetts,Upton,6,Rubus argutus,sawtooth blackberry,inflorescence,5,16 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,6,Trifolium repens,white clover,head,40,
2019,6/12/19,Massachusetts,Upton,6,Trifolium pratense,pink clover,head,30,
2019,6/12/19,Massachusetts,Upton,6,Potentilla simplex,common cinquefoil,flower,6,
2019,6/12/19,Massachusetts,Upton,6,Pilosella caespitosa,hawkweed,flower,1,
2019,6/12/19,Massachusetts,Upton,6,Galium mollugo,hedge bedstraw,branch off the main stem,1012,
2019,6/12/19,Massachusetts,Upton,8,Potentilla simplex,common cinquefoil,flower,254,190 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,8,Trifolium pratense,pink clover,head,96,
2019,6/12/19,Massachusetts,Upton,8,Pilosella caespitosa,hawkweed,flower,5,
